state,city,lat,lon
AK,Seldovia,59.436667,-151.708333
AK,Seward,60.132874,-149.39849
AK,Shageluk,62.661092,-159.52816
AK,Shaktoolik,64.375498,-161.174589
AK,Shishmaref,66.230562,-166.137276
AK,Shungnak,66.958141,-157.613496
AK,Sitka,57.051436,-135.316569
AK,Skagway,59.468471,-135.301794
AK,Skwentna,61.958333,-151.181667
AK,Sleetmute,61.634555,-157.118284
AK,Soldotna,60.481778,-151.13582
AK,South Naknek,58.736221,-156.850289
AK,Stebbins,63.478468,-162.227355
AK,Sterling,60.520373,-150.849792
AK,Stevens Village,65.995894,-149.118286
AK,Sutton,61.796667,-148.462778
AK,Takotna,62.948889,-155.566389
AK,Talkeetna,62.260516,-150.110097
AK,Tanacross,63.385278,-143.346389
AK,Tanana,65.156483,-152.103747
AK,Tatitlek,60.864722,-146.678611
AK,Teller,65.240164,-166.3833
AK,Tenakee Springs,57.78,-135.216667
AK,Thorne Bay,55.66086,-132.513815
AK,Togiak,59.066667,-160.4
AK,Tok,63.333333,-142.983333
AK,Toksook Bay,60.537,-165.097
AK,Trapper Creek,61.441361,-150.284455
AK,Tuluksak,61.108848,-160.938924
AK,Tuntutuliak,60.8438,-161.6372
AK,Tununak,60.539322,-165.097464
AK,Two Rivers,64.871944,-147.038056
AK,Tyonek,61.117929,-151.348495
AK,Unalakleet,63.883478,-160.788365
AK,Unalaska,53.887114,-166.519855
AK,Valdez,60.895044,-146.195628
AK,Venetie,67.010446,-146.413723
AK,Wainwright,70.620064,-160.012532
AK,Wales,65.688212,-168.520521
AK,Ward Cove,55.408333,-131.725
AK,Wasilla,61.5814,-149.4394
AK,White Mountain,64.702791,-163.42185
AK,Whittier,60.775,-148.683333
AK,Willow,61.771511,-150.188891
AK,Wrangell,56.433524,-132.352918
AK,Yakutat,59.620211,-139.778858
AL,Abbeville,31.575479,-85.279044
AL,Abernant,33.290278,-87.198056
AL,Adamsville,33.588437,-86.959727
AL,Addison,34.205571,-87.194766
AL,Adger,33.434277,-87.167455
AL,Akron,32.872354,-87.708558
AL,Alabaster,33.236868,-86.812861
AL,Alberta,32.144889,-87.342503
AL,Albertville,34.273859,-86.206447
AL,Alexander City,32.941445,-85.951086
AL,Alexandria,33.780785,-85.892447
AL,Aliceville,33.122813,-88.166689
AL,Allgood,33.911944,-86.509444
AL,Alma,31.463889,-87.753889
AL,Alpine,33.331165,-86.208934
AL,Alton,33.579167,-86.6375
AL,Altoona,34.042916,-86.350879
AL,Andalusia,31.297142,-86.490468
AL,Anderson,34.951777,-87.272327
AL,Annemanie,32.052778,-87.570833
AL,Anniston,33.653896,-85.838152
AL,Arab,34.328339,-86.489638
AL,Ardmore,34.980447,-86.834612
AL,Ariton,31.582996,-85.707716
AL,Arley,34.063234,-87.182761
AL,Arlington,32.066784,-87.559691
AL,Ashford,31.1888,-85.253488
AL,Ashland,33.247363,-85.828976
AL,Ashville,33.837366,-86.255167
AL,Athens,34.803604,-86.970733
AL,Atmore,31.057245,-87.487347
AL,Attalla,34.029597,-86.096717
AL,Auburn,32.602043,-85.489001
AL,Auburn University,32.601,-85.4882
AL,Autaugaville,32.462462,-86.714938
AL,Axis,31.006817,-88.04274
AL,Baileyton,34.268298,-86.621299
AL,Banks,31.836792,-85.799844
AL,Bankston,33.70083,-87.68965
AL,Bay Minette,30.86354,-87.76444
AL,Bayou La Batre,30.407983,-88.250697
AL,Bear Creek,34.213469,-87.686083
AL,Beatrice,31.727324,-87.171912
AL,Beaverton,33.942877,-88.01567
AL,Belk,33.6475,-87.931389
AL,Bellamy,32.448889,-88.133611
AL,Belle Mina,34.656667,-86.879167
AL,Bellwood,31.173056,-85.793333
AL,Berry,33.694485,-87.622563
AL,Bessemer,33.409002,-86.947547
AL,Billingsley,32.610578,-86.716301
AL,Birmingham,33.519,-86.8014
AL,Black,31.01318,-85.745634
AL,Blountsville,34.092937,-86.568628
AL,Boaz,34.173889,-86.121111
AL,Boligee,32.774646,-88.026652
AL,Bon Air,33.263611,-86.335556
AL,Bon Secour,30.328883,-87.721355
AL,Booth,32.500278,-86.571944
AL,Boykin,32.077778,-87.281389
AL,Brantley,31.570963,-86.274343
AL,Bremen,33.973664,-87.004281
AL,Brent,32.93567,-87.211387
AL,Brewton,31.118926,-87.067325
AL,Bridgeport,34.944638,-85.727681
AL,Brierfield,33.042747,-86.951672
AL,Brilliant,34.037702,-87.756315
AL,Brooklyn,31.2625,-86.771111
AL,Brookside,33.637778,-86.916667
AL,Brookwood,33.277523,-87.309025
AL,Brownsboro,34.716733,-86.468703
AL,Brundidge,31.701324,-85.817668
AL,Bryant,34.945026,-85.632445
AL,Bucks,31.010278,-88.024167
AL,Buhl,33.249448,-87.718886
AL,Burnt Corn,31.458009,-86.925771
AL,Burnwell,33.707778,-87.0875
AL,Butler,32.082906,-88.206391
AL,Bynum,33.613056,-85.961111
AL,Calera,33.1098,-86.755987
AL,Calvert,31.160556,-88.031111
AL,Camden,32.004732,-87.295049
AL,Camp Hill,32.782749,-85.64738
AL,Campbell,31.963512,-88.006072
AL,Capshaw,34.773056,-86.792778
AL,Carbon Hill,33.909252,-87.540328
AL,Cardiff,33.645556,-86.933611
AL,Carlton,31.322449,-87.837793
AL,Carrollton,33.248506,-88.132122
AL,Castleberry,31.326113,-87.026754
AL,Catherine,32.182,-87.483623
AL,Cecil,32.300891,-86.011241
AL,Cedar Bluff,34.241662,-85.602567
AL,Centre,34.111592,-85.609229
AL,Centreville,32.950324,-87.11924
AL,Chancellor,31.173379,-85.910897
AL,Chapman,31.671111,-86.712222
AL,Chatom,31.487638,-88.269887
AL,Chelsea,33.371582,-86.614132
AL,Cherokee,34.744188,-87.972445
AL,Childersburg,33.266928,-86.337622
AL,Choccolocco,33.659167,-85.703611
AL,Chunchula,30.991178,-88.131126
AL,Citronelle,31.042533,-88.254949
AL,Clanton,32.835532,-86.642472
AL,Clay,33.7025,-86.599722
AL,Clayton,31.887413,-85.450932
AL,Cleveland,33.992106,-86.559355
AL,Clinton,32.913611,-87.9925
AL,Clio,31.68521,-85.590419
AL,Clopton,31.602843,-85.482308
AL,Cloverdale,34.938611,-87.771389
AL,Coaling,33.158889,-87.340833
AL,Coden,30.418834,-88.168276
AL,Coffee Springs,31.138758,-85.918224
AL,Coffeeville,31.78428,-88.071542
AL,Coker,33.252612,-87.636528
AL,Collinsville,34.267957,-85.861969
AL,Columbia,31.335235,-85.145488
AL,Columbiana,33.176964,-86.616145
AL,Cook Springs,33.589722,-86.361944
AL,Coosada,32.496667,-86.331667
AL,Cordova,33.768033,-87.18406
AL,Cottondale,33.176667,-87.387051
AL,Cottonton,32.146667,-85.073889
AL,Cottonwood,31.098934,-85.375665
AL,Courtland,34.671866,-87.314255
AL,Cowarts,31.2,-85.304722
AL,Coy,31.888851,-87.392558
AL,Cragford,33.217148,-85.710797
AL,Crane Hill,34.082117,-87.048395
AL,Creola,30.901267,-88.017414
AL,Cropwell,33.506448,-86.280026
AL,Crossville,34.258784,-86.030575
AL,Cuba,32.410973,-88.361083
AL,Cullman,34.176146,-86.829777
AL,Cusseta,32.803194,-85.215791
AL,Dadeville,32.82239,-85.770395
AL,Daleville,31.281091,-85.730473
AL,Danville,34.452189,-87.053187
AL,Daphne,30.61972,-87.889522
AL,Dauphin Island,30.252057,-88.109644
AL,Daviston,33.033471,-85.753831
AL,Dawson,34.356838,-85.929161
AL,De Armanville,33.626389,-85.751389
AL,Deatsville,32.613405,-86.338211
AL,Decatur,34.589599,-86.98868
AL,Deer Park,31.184892,-88.32731
AL,Delmar,34.17,-87.605833
AL,Delta,33.457303,-85.679279
AL,Demopolis,32.490792,-87.839669
AL,Detroit,34.010874,-88.16063
AL,Dickinson,31.717167,-87.656929
AL,Dixons Mills,32.067209,-87.745356
AL,Docena,33.559444,-86.931111
AL,Dolomite,33.465424,-86.956435
AL,Dora,33.734947,-87.040148
AL,Dothan,31.202888,-85.418036
AL,Double Springs,34.138682,-87.397431
AL,Douglas,34.173611,-86.323611
AL,Dozier,31.506614,-86.366315
AL,Duncanville,33.082815,-87.494977
AL,Dutton,34.604558,-85.906729
AL,East Tallassee,32.607222,-85.808056
AL,Eastaboga,33.603132,-85.96075
AL,Echola,33.316559,-87.807202
AL,Eclectic,32.65419,-86.031614
AL,Edwardsville,33.707222,-85.509167
AL,Eight Mile,30.795074,-88.182311
AL,Elba,31.41373,-86.077728
AL,Elberta,30.394239,-87.58896
AL,Eldridge,33.931546,-87.619397
AL,Elkmont,34.915241,-86.910452
AL,Elmore,32.545378,-86.316134
AL,Elrod,33.343678,-87.801429
AL,Emelle,32.754963,-88.305747
AL,Empire,33.825589,-87.016139
AL,Enterprise,31.340789,-85.842111
AL,Epes,32.763371,-88.161443
AL,Equality,32.813908,-86.105064
AL,Estillfork,34.913017,-86.171571
AL,Ethelsville,33.386816,-88.221987
AL,Eufaula,31.905063,-85.165605
AL,Eutaw,32.888871,-87.930297
AL,Eva,34.347778,-86.704427
AL,Excel,31.427778,-87.341389
AL,Fackler,34.82589,-85.984648
AL,Fairfield,33.473494,-86.918262
AL,Fairhope,30.50116,-87.883546
AL,Falkville,34.347653,-86.913086
AL,Faunsdale,32.423259,-87.618079
AL,Fayette,33.697397,-87.834647
AL,Fitzpatrick,32.151607,-85.888329
AL,Five Points,33.042408,-85.324264
AL,Flat Rock,34.807598,-85.708372
AL,Flomaton,31.040233,-87.266365
AL,Florala,31.017194,-86.338528
AL,Florence,34.830547,-87.655985
AL,Foley,30.400664,-87.685737
AL,Forest Home,31.85318,-86.786377
AL,Forkland,32.644661,-87.881676
AL,Fort Davis,32.28945,-85.700688
AL,Fort Deposit,31.995979,-86.576142
AL,Fort Mitchell,32.341389,-85.021667
AL,Fort Payne,34.436792,-85.712394
AL,Fort Rucker,31.348011,-85.721374
AL,Fosters,33.135859,-87.735688
AL,Franklin,31.723815,-87.441237
AL,Frankville,31.64684,-88.133185
AL,Frisco City,31.423478,-87.381744
AL,Fruitdale,31.348843,-88.376597
AL,Fruithurst,33.771732,-85.43814
AL,Fulton,31.790947,-87.708065
AL,Fultondale,33.611283,-86.813614
AL,Furman,32.006667,-86.966944
AL,Fyffe,34.437284,-85.928849
AL,Gadsden,33.997248,-86.010279
AL,Gainestown,31.425822,-87.682176
AL,Gainesville,32.908364,-88.271558
AL,Gallant,33.997586,-86.234606
AL,Gallion,32.529771,-87.698542
AL,Gantt,31.416909,-86.419836
AL,Garden City,34.014444,-86.746944
AL,Gardendale,33.71891,-86.822481
AL,Gaylesville,34.357324,-85.558893
AL,Geneva,31.041445,-85.884748
AL,Georgiana,31.628662,-86.733965
AL,Geraldine,34.343864,-86.040393
AL,Gilbertown,31.866602,-88.326514
AL,Glen Allen,33.899444,-87.730278
AL,Glenwood,31.664143,-86.170972
AL,Goodsprings,33.668889,-87.231667
AL,Goodwater,33.074642,-86.078149
AL,Goodway,31.336667,-87.425833
AL,Gordo,33.346917,-87.900504
AL,Gordon,31.10019,-85.123412
AL,Goshen,31.82497,-86.104851
AL,Grady,32.019397,-86.129246
AL,Graham,33.462976,-85.334034
AL,Grand Bay,30.498288,-88.32825
AL,Grant,34.495902,-86.259041
AL,Graysville,33.63356,-86.948221
AL,Green Pond,33.225,-87.126389
AL,Greensboro,32.716721,-87.590494
AL,Greenville,31.810036,-86.622919
AL,Grove Hill,31.675502,-87.763571
AL,Groveoak,34.435874,-86.040023
AL,Guin,33.967624,-87.90238
AL,Gulf Shores,30.268954,-87.712795
AL,Guntersville,34.32193,-86.305463
AL,Gurley,34.713964,-86.394028
AL,Hackleburg,34.267803,-87.860762
AL,Haleyville,34.231423,-87.593811
AL,Hamilton,34.153413,-88.008521
AL,Hanceville,34.051569,-86.784844
AL,Hardaway,32.312939,-85.883837
AL,Harpersville,33.36746,-86.429441
AL,Hartford,31.08598,-85.719204
AL,Hartselle,34.448206,-86.924235
AL,Harvest,34.82732,-86.749929
AL,Hatchechubbee,32.284531,-85.302882
AL,Hayden,33.885806,-86.81767
AL,Hayneville,32.195707,-86.654994
AL,Hazel Green,34.949627,-86.593484
AL,Headland,31.353406,-85.332277
AL,Heflin,33.611515,-85.588471
AL,Helena,33.316978,-86.813786
AL,Henagar,34.618604,-85.727381
AL,Higdon,34.873247,-85.622507
AL,Highland Home,31.928292,-86.297111
AL,Hillsboro,34.64763,-87.180379
AL,Hodges,34.341664,-87.959023
AL,Hollins,33.1175,-86.144444
AL,Holly Pond,34.190085,-86.617441
AL,Hollytree,34.798979,-86.233627
AL,Hollywood,34.730428,-85.953173
AL,Holy Trinity,32.222222,-85.005278
AL,Honoraville,31.878397,-86.398064
AL,Hope Hull,32.224256,-86.393189
AL,Horton,34.190033,-86.317318
AL,Houston,34.118042,-87.26183
AL,Huntsville,34.726866,-86.567318
AL,Hurtsboro,32.245429,-85.395903
AL,Huxford,31.22,-87.461944
AL,Ider,34.735059,-85.641577
AL,Irvington,30.480241,-88.239563
AL,Jachin,32.244174,-88.233356
AL,Jack,31.552392,-86.043083
AL,Jackson,31.513098,-87.867192
AL,Jacksons Gap,32.879698,-85.848662
AL,Jacksonville,33.830966,-85.77518
AL,Jasper,33.871672,-87.249144
AL,Jefferson,32.386667,-87.898056
AL,Jemison,32.980539,-86.718052
AL,Jones,32.608515,-86.889266
AL,Joppa,34.283739,-86.551939
AL,Kansas,33.901667,-87.551944
AL,Kellerman,33.340556,-87.304722
AL,Kellyton,32.979068,-86.048397
AL,Kennedy,33.574964,-88.05172
AL,Kent,32.618889,-85.948611
AL,Killen,34.901632,-87.508185
AL,Kimberly,33.768355,-86.808417
AL,Kinston,31.262118,-86.069532
AL,Knoxville,32.982423,-87.791855
AL,Laceys Spring,34.499647,-86.612869
AL,Lafayette,32.925237,-85.442563
AL,Lanett,32.861609,-85.21608
AL,Langston,34.497831,-86.10563
AL,Lapine,31.985423,-86.278534
AL,Lawley,32.864558,-86.956708
AL,Leeds,33.528333,-86.574824
AL,Leesburg,34.191083,-85.77051
AL,Leighton,34.710982,-87.522133
AL,Lenox,31.327261,-87.19671
AL,Leroy,31.491021,-87.968672
AL,Lester,34.918364,-87.143396
AL,Letohatchee,32.086199,-86.488013
AL,Lexington,34.955924,-87.393519
AL,Lillian,30.39724,-87.474452
AL,Lincoln,33.605913,-86.111152
AL,Linden,32.305343,-87.795358
AL,Lineville,33.328613,-85.734609
AL,Lisman,32.217722,-88.323419
AL,Little River,31.22459,-87.754796
AL,Livingston,32.588509,-88.173592
AL,Loachapoka,32.604167,-85.593333
AL,Lockhart,31.010278,-86.349722
AL,Locust Fork,33.9075,-86.615278
AL,Logan,34.184079,-87.038115
AL,Louisville,31.794262,-85.558062
AL,Lower Peach Tree,31.850365,-87.568224
AL,Lowndesboro,32.300292,-86.609868
AL,Loxley,30.617964,-87.75624
AL,Luverne,31.70739,-86.256601
AL,Lynn,34.052984,-87.539814
AL,Madison,34.6578,-86.8056
AL,Magnolia,32.141931,-87.699815
AL,Magnolia Springs,30.394497,-87.785781
AL,Malcolm,31.191111,-88.0075
AL,Malvern,31.157528,-85.522327
AL,Maplesville,32.804507,-86.871704
AL,Marbury,32.639373,-86.510138
AL,Margaret,33.686111,-86.475
AL,Marion,32.646301,-87.331437
AL,Marion Junction,32.426589,-87.270181
AL,Mathews,32.128288,-86.041262
AL,Maylene,33.231694,-86.872745
AL,Mc Calla,33.284546,-87.102379
AL,Mc Intosh,31.236108,-88.051102
AL,Mc Kenzie,31.54495,-86.735615
AL,Mc Shan,33.381667,-88.143333
AL,Mc Williams,31.845556,-87.088333
AL,Megargel,31.379722,-87.428333
AL,Melvin,31.930278,-88.458889
AL,Mentone,34.587236,-85.577728
AL,Meridianville,34.861779,-86.578879
AL,Mexia,31.506944,-87.388333
AL,Midland City,31.36716,-85.513033
AL,Midway,32.09552,-85.531523
AL,Millbrook,32.499485,-86.364125
AL,Millerville,33.158959,-85.969001
AL,Millport,33.54013,-88.200003
AL,Millry,31.626871,-88.355872
AL,Minter,32.095387,-86.92497
AL,Mobile,30.6959,-88.0434
AL,Monroeville,31.51533,-87.340993
AL,Montevallo,33.124765,-86.862228
AL,Montgomery,32.3743,-86.3118
AL,Montrose,30.565556,-87.901667
AL,Moody,33.584132,-86.51557
AL,Mooresville,34.628333,-86.880278
AL,Morris,33.739172,-86.772551
AL,Morvin,31.967305,-87.972897
AL,Moulton,34.505836,-87.222385
AL,Moundville,32.978853,-87.615134
AL,Mount Hope,34.462969,-87.451453
AL,Mount Meigs,32.3625,-86.101944
AL,Mount Olive,33.67678,-86.87171
AL,Mount Vernon,31.097375,-88.035044
AL,Mulga,33.540696,-87.043998
AL,Munford,33.540987,-85.936322
AL,Muscadine,33.752913,-85.378907
AL,Muscle Shoals,34.756136,-87.630443
AL,Myrtlewood,32.250278,-87.949722
AL,Nanafalia,32.112778,-87.988056
AL,Natural Bridge,34.093333,-87.601944
AL,Nauvoo,33.929859,-87.432449
AL,Needham,32.012165,-88.345798
AL,New Brockton,31.36898,-85.940386
AL,New Castle,33.648889,-86.768611
AL,New Hope,34.549445,-86.3961
AL,New Market,34.899991,-86.448742
AL,Newbern,32.551465,-87.561472
AL,Newton,31.331064,-85.599229
AL,Newville,31.440295,-85.328741
AL,Normal,34.788889,-86.571944
AL,Northport,33.2605,-87.5872
AL,Notasulga,32.543727,-85.68707
AL,Oak Hill,31.925,-87.0825
AL,Oakman,33.700174,-87.368574
AL,Odenville,33.675611,-86.408952
AL,Ohatchee,33.778779,-86.025357
AL,Oneonta,33.925858,-86.474118
AL,Opelika,32.627771,-85.358629
AL,Opp,31.279861,-86.257105
AL,Orange Beach,30.290596,-87.555888
AL,Orrville,32.294859,-87.221368
AL,Owens Cross Roads,34.612859,-86.466577
AL,Oxford,33.596829,-85.83347
AL,Ozark,31.439069,-85.643629
AL,Paint Rock,34.667122,-86.332562
AL,Palmerdale,33.738611,-86.646111
AL,Panola,32.950556,-88.268889
AL,Pansey,31.131778,-85.238549
AL,Parrish,33.721307,-87.265773
AL,Pelham,33.31046,-86.806176
AL,Pell City,33.597889,-86.343151
AL,Pennington,32.226245,-88.0931
AL,Perdido,30.98058,-87.628374
AL,Perdue Hill,31.513889,-87.493333
AL,Perote,32.003459,-85.74773
AL,Peterman,31.589953,-87.259984
AL,Peterson,33.2325,-87.423611
AL,Petrey,31.848611,-86.207778
AL,Phenix City,32.484,-85.0911
AL,Phil Campbell,34.347018,-87.715431
AL,Piedmont,33.838946,-85.645997
AL,Pike Road,32.335705,-86.09589
AL,Pinckard,31.311389,-85.553056
AL,Pine Apple,31.926522,-87.004667
AL,Pine Hill,31.973546,-87.577086
AL,Pine Level,32.067778,-86.059722
AL,Pinson,33.708131,-86.656542
AL,Pisgah,34.688601,-85.803044
AL,Pittsview,32.173346,-85.131248
AL,Plantersville,32.617608,-86.947531
AL,Pleasant Grove,33.488336,-86.976586
AL,Point Clear,30.473889,-87.919167
AL,Prattville,32.478695,-86.42997
AL,Princeton,34.840217,-86.250068
AL,Quinton,33.656065,-87.10066
AL,Ragland,33.736677,-86.1619
AL,Rainsville,34.498884,-85.844605
AL,Ralph,33.062868,-87.744984
AL,Ramer,32.067745,-86.246329
AL,Ranburne,33.561627,-85.378604
AL,Randolph,32.888834,-86.90701
AL,Range,31.30169,-87.319739
AL,Red Bay,34.451259,-88.112914
AL,Red Level,31.439931,-86.61209
AL,Reform,33.395945,-88.020277
AL,Remlap,33.846204,-86.641662
AL,Repton,31.425569,-87.172039
AL,River Falls,31.352778,-86.539167
AL,Riverside,33.608832,-86.198341
AL,Roanoke,33.156443,-85.357854
AL,Robertsdale,30.561608,-87.637268
AL,Rockford,32.877957,-86.240006
AL,Rogersville,34.849544,-87.323671
AL,Russellville,34.506568,-87.725726
AL,Rutledge,31.755867,-86.348464
AL,Ryland,34.769722,-86.480833
AL,Safford,32.300242,-87.369345
AL,Saginaw,33.216111,-86.791944
AL,Saint Elmo,30.503333,-88.254167
AL,Saint Stephens,31.533028,-88.052094
AL,Salem,32.621157,-85.183966
AL,Samantha,33.422222,-87.605278
AL,Samson,31.104918,-86.067416
AL,Saraland,30.833197,-88.093387
AL,Sardis,32.284358,-86.991959
AL,Satsuma,30.851628,-88.053312
AL,Sawyerville,32.757796,-87.740201
AL,Sayre,33.712222,-86.974444
AL,Scottsboro,34.67227,-86.051336
AL,Seale,32.305339,-85.167733
AL,Section,34.543275,-85.994002
AL,Selma,32.419719,-87.024527
